date,open,high,low,close,adjusted_close,volume,ticker
2023-03-30,404.09,404.35,401.76,403.7,391.7719,69840000,SPY.US
2023-03-31,404.66,409.7,404.55,409.39,397.2938,112062600,SPY.US
2023-04-03,408.85,411.37,408.44,410.95,398.8077,67391100,SPY.US
2023-04-04,411.62,411.92,407.24,408.67,396.5951,66601500,SPY.US
2023-04-05,407.91,408.7,405.88,407.6,395.5567,65200200,SPY.US
2023-04-06,406.77,409.48,405.68,409.19,397.0997,63743300,SPY.US
2023-04-10,406.61,409.69,405.97,409.61,397.5073,63681000,SPY.US
2023-04-11,410.26,411.18,408.92,409.72,397.6141,59297900,SPY.US
2023-04-12,411.87,412.17,407.44,408.05,395.9934,86420400,SPY.US
2023-04-13,409.18,413.84,407.99,413.47,401.2533,85814800,SPY.US
2023-04-14,412.81,415.09,410.06,412.46,400.2731,78161500,SPY.US
2023-04-17,412.37,413.96,411.09,413.94,401.7094,66436400,SPY.US
2023-04-18,415.58,415.72,412.78,414.21,401.9714,63560000,SPY.US
2023-04-19,412.22,415.08,412.16,414.14,401.9035,55227300,SPY.US
2023-04-20,411.21,413.7,410.27,411.88,399.7103,75840400,SPY.US
2023-04-21,412.19,412.68,410.17,412.2,400.0208,73457400,SPY.US
2023-04-24,411.99,413.07,410.6,412.63,400.4381,64332100,SPY.US
2023-04-25,410.58,411.16,406.02,406.08,394.0816,97766700,SPY.US
2023-04-26,406.72,407.84,403.78,404.36,392.4124,80447000,SPY.US
2023-04-27,407.0,412.69,406.74,412.41,400.2246,92968400,SPY.US
2023-04-28,411.49,415.94,411.43,415.93,403.6406,89335600,SPY.US
2023-05-01,415.47,417.62,415.27,415.51,403.233,62122300,SPY.US
2023-05-02,414.77,414.82,407.82,410.84,398.701,103998500,SPY.US
2023-05-03,411.36,413.87,407.77,408.02,395.9643,91531800,SPY.US
2023-05-04,406.93,407.27,403.74,405.13,393.1597,94901900,SPY.US
2023-05-05,408.91,413.72,408.64,412.63,400.4381,87844000,SPY.US
2023-05-08,412.97,413.24,411.28,412.74,400.5448,50046800,SPY.US
2023-05-09,411.13,412.09,410.69,410.93,398.7883,49220100,SPY.US
2023-05-10,413.88,414.54,408.87,412.85,400.6516,96142900,SPY.US
2023-05-11,411.95,412.43,409.97,412.13,399.9529,70157100,SPY.US
2023-05-12,413.42,413.64,409.07,411.59,399.4288,70439400,SPY.US
2023-05-15,412.22,413.43,410.23,413.01,400.8069,54289400,SPY.US
2023-05-16,411.86,412.82,410.24,410.25,398.1284,57705500,SPY.US
2023-05-17,412.35,415.86,410.64,415.23,402.9613,87287000,SPY.US
2023-05-18,414.9,419.67,414.67,419.23,406.8431,97177200,SPY.US
2023-05-19,420.17,420.72,417.35,418.62,406.2511,103679700,SPY.US
2023-05-22,418.64,420.39,417.35,418.79,406.4161,60745400,SPY.US
2023-05-23,417.08,418.72,413.68,414.09,401.855,86383500,SPY.US
2023-05-24,412.42,412.82,409.88,411.09,398.9436,89213700,SPY.US
2023-05-25,414.74,416.16,412.41,414.65,402.3984,90961600,SPY.US
2023-05-26,415.33,420.77,415.25,420.02,407.6097,93830000,SPY.US
2023-05-30,422.03,422.58,418.74,420.18,407.765,72216000,SPY.US
2023-05-31,418.28,419.22,416.22,417.85,405.5039,110811800,SPY.US
2023-06-01,418.09,422.92,416.79,421.82,409.3566,88865000,SPY.US
2023-06-02,424.5,428.74,423.95,427.92,415.2763,91366700,SPY.US
2023-06-05,428.28,429.62,426.37,427.1,414.4805,65460200,SPY.US
2023-06-06,426.67,428.58,425.99,428.03,415.3831,64022200,SPY.US
2023-06-07,428.44,429.62,426.11,426.55,413.9468,85373300,SPY.US
2023-06-08,426.62,429.6,425.82,429.13,416.4506,61952800,SPY.US
2023-06-09,429.96,431.99,428.87,429.9,417.1978,85742800,SPY.US
2023-06-12,430.92,433.88,430.17,433.8,420.9826,76104300,SPY.US
2023-06-13,435.32,437.33,434.63,436.66,423.7581,95899700,SPY.US
2023-06-14,437.01,439.06,433.59,437.18,424.2627,100612100,SPY.US
2023-06-15,436.33,443.9,436.23,442.6,429.5226,110303100,SPY.US
2023-06-16,443.02,443.61,438.97,439.46,428.0595,114121300,SPY.US
2023-06-20,437.45,438.37,435.03,437.18,425.8387,76160400,SPY.US
2023-06-21,436.16,436.99,434.33,434.94,423.6568,76982300,SPY.US
2023-06-22,433.95,436.62,433.6,436.51,425.1861,70637200,SPY.US
2023-06-23,432.93,435.06,432.47,433.21,421.9717,92074500,SPY.US
2023-06-26,432.62,434.61,431.19,431.44,420.2476,72823600,SPY.US
2023-06-27,432.35,436.81,431.88,436.17,424.8549,72813700,SPY.US
2023-06-28,435.05,437.44,434.41,436.39,425.0692,75636000,SPY.US
2023-06-29,435.96,438.28,435.54,438.11,426.7446,67882300,SPY.US
2023-06-30,441.44,444.3,441.11,443.28,431.7804,104921500,SPY.US
2023-07-03,442.92,444.08,442.63,443.79,432.2772,32793400,SPY.US
2023-07-05,441.91,443.89,441.9,443.13,431.6343,58418400,SPY.US
2023-07-06,439.42,440.1,437.06,439.66,428.2544,80658300,SPY.US
2023-07-07,438.63,442.64,438.3,438.55,427.1731,86076100,SPY.US
2023-07-10,438.18,439.84,437.59,439.66,428.2544,62443500,SPY.US
2023-07-11,440.45,442.97,439.44,442.46,430.9817,64463800,SPY.US
2023-07-12,446.39,447.48,444.91,446.02,434.4494,91924500,SPY.US
2023-07-13,447.9,450.38,447.45,449.56,437.8975,72425200,SPY.US
2023-07-14,450.48,451.36,448.49,449.28,437.6248,69761800,SPY.US
2023-07-17,449.13,451.93,449.08,450.84,439.1443,52680200,SPY.US
2023-07-18,450.5,454.86,450.05,454.19,442.4074,80744400,SPY.US
2023-07-19,455.01,456.43,454.11,455.2,443.3912,65891700,SPY.US
2023-07-20,454.17,455.1,451.44,452.18,440.4496,70591600,SPY.US
2023-07-21,453.96,454.17,452.17,452.18,440.4496,71245400,SPY.US
2023-07-24,453.37,455.04,452.3,454.2,442.4172,54023400,SPY.US
2023-07-25,453.92,456.74,453.87,455.44,443.625,55191200,SPY.US
2023-07-26,454.47,456.99,453.38,455.51,443.6932,71052900,SPY.US
2023-07-27,459.02,459.44,451.55,452.49,440.7515,92194400,SPY.US
2023-07-28,455.88,457.78,452.49,456.92,445.0666,80011800,SPY.US
2023-07-31,457.41,458.16,456.05,457.79,445.914,62040400,SPY.US
2023-08-01,456.27,457.25,455.49,456.48,444.638,55291500,SPY.US
2023-08-02,453.25,453.52,449.35,450.13,438.4527,93933400,SPY.US
2023-08-03,448.04,450.79,447.37,448.84,437.1962,64276100,SPY.US
2023-08-04,450.72,452.9,446.27,446.81,435.2189,100052300,SPY.US
2023-08-07,448.71,450.87,447.99,450.71,439.0177,58357500,SPY.US
2023-08-08,448.08,450.7,445.27,448.75,437.1085,71361300,SPY.US
2023-08-09,449.03,449.2,444.96,445.75,434.1864,78789600,SPY.US
2023-08-10,448.19,451.7,444.7,445.91,434.3422,93005500,SPY.US
2023-08-11,443.97,446.7,443.35,445.65,434.089,68664600,SPY.US
2023-08-14,444.7,448.11,444.38,448.11,436.4851,47867400,SPY.US
2023-08-15,446.27,446.64,442.3,442.89,431.4006,75707500,SPY.US
2023-08-16,442.46,444.18,439.53,439.64,428.2349,80107200,SPY.US
2023-08-17,441.16,441.43,435.75,436.29,424.9718,95711300,SPY.US
2023-08-18,433.37,437.57,433.01,436.5,425.1763,98758400,SPY.US
2023-08-21,437.55,440.11,435.32,439.34,427.9427,68719000,SPY.US
2023-08-22,441.18,441.18,437.57,438.15,426.7835,65062900,SPY.US
2023-08-23,439.25,443.67,439.1,443.03,431.5369,68441000,SPY.US
2023-08-24,444.69,445.22,436.86,436.89,425.5562,88517300,SPY.US
2023-08-25,438.68,441.3,435.0,439.97,428.5563,102325100,SPY.US
2023-08-28,442.24,443.4,439.97,442.76,431.2739,61595400,SPY.US
2023-08-29,442.65,449.45,442.46,449.16,437.5079,83081900,SPY.US
2023-08-30,449.51,451.67,448.78,451.01,439.3099,69053900,SPY.US
2023-08-31,451.65,452.83,450.16,450.35,438.667,66084600,SPY.US
2023-09-01,453.17,453.67,449.68,451.19,439.4852,58875700,SPY.US
2023-09-05,450.73,451.06,449.17,449.24,437.5858,55166200,SPY.US
2023-09-06,448.4,448.51,443.81,446.22,434.6442,70758500,SPY.US
2023-09-07,443.11,445.55,442.75,444.85,433.3097,70355400,SPY.US
2023-09-08,444.9,447.11,444.53,445.52,433.9623,61659700,SPY.US
2023-09-11,448.24,448.77,446.47,448.45,436.8163,60180100,SPY.US
2023-09-12,446.95,448.53,445.39,445.99,434.4201,67565400,SPY.US
2023-09-13,446.22,447.71,445.08,446.51,434.9266,60199300,SPY.US
2023-09-14,449.07,451.08,447.72,450.36,438.6768,83430800,SPY.US
2023-09-15,447.14,447.48,442.92,443.37,433.3915,111761400,SPY.US
2023-09-18,443.05,444.97,442.56,443.63,433.6456,55752200,SPY.US
2023-09-19,442.68,443.29,439.94,442.71,432.7463,66514600,SPY.US
2023-09-20,444.01,444.44,438.43,438.64,428.7679,82562600,SPY.US
2023-09-21,435.7,435.97,431.23,431.39,421.6811,103976100,SPY.US
2023-09-22,432.45,434.1,429.99,430.42,420.7329,100829700,SPY.US
2023-09-25,429.17,432.27,428.72,432.23,422.5022,70874500,SPY.US
2023-09-26,429.09,429.82,425.02,425.88,416.2951,96168400,SPY.US
2023-09-27,427.09,427.67,422.29,426.05,416.4613,104705800,SPY.US
2023-09-28,425.48,430.25,424.87,428.52,418.8757,92258300,SPY.US
2023-09-29,431.67,431.85,425.91,427.48,417.8591,115078500,SPY.US
2023-10-02,426.62,428.6,424.46,427.31,417.6929,83798600,SPY.US
2023-10-03,425.06,427.37,420.18,421.59,412.1016,103760600,SPY.US
2023-10-04,422.07,425.43,420.56,424.66,415.1026,87453000,SPY.US
2023-10-05,424.36,425.37,421.17,424.5,414.9462,70142700,SPY.US
2023-10-06,421.97,431.13,420.6,429.54,419.8727,113202700,SPY.US
2023-10-09,427.58,432.88,427.01,432.29,422.5608,80374400,SPY.US
2023-10-10,432.94,437.22,432.53,434.54,424.7602,78607300,SPY.US
2023-10-11,435.64,436.58,433.18,436.32,426.5001,62451700,SPY.US
2023-10-12,436.95,437.34,431.23,433.66,423.9,81154200,SPY.US
2023-10-13,435.21,436.45,429.88,431.5,421.7886,95143100,SPY.US
2023-10-16,433.82,437.14,433.57,436.04,426.2264,75433200,SPY.US
2023-10-17,432.81,438.14,432.45,436.02,426.2069,75324700,SPY.US
2023-10-18,434.19,435.18,429.09,430.21,420.5276,93559800,SPY.US
2023-10-19,430.95,432.82,425.73,426.43,416.8327,121323000,SPY.US
2023-10-20,425.98,426.54,421.08,421.19,411.7106,123845800,SPY.US
2023-10-23,419.61,424.45,417.8,420.46,410.9971,92035100,SPY.US
2023-10-24,422.65,424.82,420.74,423.63,414.0957,78564200,SPY.US
2023-10-25,421.89,421.92,417.02,417.55,408.1526,94223200,SPY.US
2023-10-26,416.45,417.33,411.6,412.55,403.2651,115156800,SPY.US
2023-10-27,414.19,414.6,409.21,410.68,401.4372,107367700,SPY.US
2023-10-30,413.56,416.68,412.22,415.59,406.2367,86562700,SPY.US
2023-10-31,416.18,418.53,414.21,418.2,408.7879,79665200,SPY.US
2023-11-01,419.2,423.5,418.65,422.66,413.1476,98068100,SPY.US
2023-11-02,426.58,430.92,426.56,430.76,421.0653,94938900,SPY.US
2023-11-03,433.14,436.29,433.01,434.69,424.9068,100110800,SPY.US
2023-11-06,435.47,436.15,433.68,435.69,425.8843,67831700,SPY.US
2023-11-07,435.69,437.59,434.51,436.93,427.0964,64256100,SPY.US
2023-11-08,437.55,438.09,434.87,437.25,427.4092,61746000,SPY.US
2023-11-09,438.43,438.47,433.4,433.84,424.0759,83174400,SPY.US
2023-11-10,435.98,440.93,433.83,440.61,430.6936,89462200,SPY.US
2023-11-13,439.23,441.33,438.42,440.19,430.283,52236100,SPY.US
2023-11-14,446.32,450.06,446.09,448.73,438.6308,97176900,SPY.US
2023-11-15,450.11,451.38,448.8,449.68,439.5594,77327600,SPY.US
2023-11-16,449.22,450.56,448.12,450.23,440.0971,66665800,SPY.US
2023-11-17,450.24,451.42,449.29,450.79,440.6445,83133200,SPY.US
2023-11-20,450.53,455.13,450.52,454.26,444.0364,69936200,SPY.US
2023-11-21,453.18,454.13,451.96,453.27,443.0687,49244600,SPY.US
2023-11-22,454.98,456.38,453.89,455.02,444.7793,59394900,SPY.US
2023-11-24,455.07,455.5,454.73,455.3,445.053,29737400,SPY.US
2023-11-27,454.65,455.49,454.08,454.48,444.2514,50506000,SPY.US
2023-11-28,454.08,456.27,453.5,454.93,444.6913,62115000,SPY.US
2023-11-29,457.15,458.32,454.2,454.61,444.3785,63146000,SPY.US
2023-11-30,455.48,456.76,453.34,456.4,446.1282,79752700,SPY.US
2023-12-01,455.77,459.65,455.16,459.1,448.7674,89097900,SPY.US
2023-12-04,455.6,459.12,454.34,456.69,446.4117,72430900,SPY.US
2023-12-05,455.26,457.59,454.87,456.6,446.3237,69793500,SPY.US
2023-12-06,458.81,458.84,454.31,454.76,444.5251,69124700,SPY.US
2023-12-07,456.91,458.9,456.29,458.23,447.917,66995400,SPY.US
2023-12-08,457.46,460.75,457.21,460.2,449.8427,83080900,SPY.US
2023-12-11,459.69,462.17,459.47,461.99,451.5924,65002200,SPY.US
2023-12-12,461.63,464.2,460.6,464.1,453.6549,68327600,SPY.US
2023-12-13,464.49,470.76,464.12,470.5,459.9109,93278000,SPY.US
2023-12-14,472.5,473.73,469.25,472.01,461.3869,119026000,SPY.US
2023-12-15,469.49,470.7,467.43,469.33,460.6272,141319300,SPY.US
2023-12-18,470.98,472.98,469.89,471.97,463.2183,70375300,SPY.US
2023-12-19,472.53,474.92,472.45,474.84,466.0351,55761800,SPY.US
2023-12-20,473.96,475.9,467.82,468.26,459.5771,102921000,SPY.US
2023-12-21,471.33,472.98,468.84,472.7,463.9347,86667500,SPY.US
2023-12-22,473.86,475.38,471.7,473.65,464.8671,67126600,SPY.US
2023-12-26,474.07,476.58,473.99,475.65,466.83,55387000,SPY.US
2023-12-27,475.44,476.66,474.89,476.51,467.6741,68000300,SPY.US
2023-12-28,476.88,477.55,476.26,476.69,467.8508,77158100,SPY.US
2023-12-29,476.49,477.03,473.3,475.31,466.4964,122234100,SPY.US
2024-01-02,472.16,473.67,470.49,472.65,463.8857,123623700,SPY.US
2024-01-03,470.43,471.19,468.17,468.79,460.0973,103585900,SPY.US
2024-01-04,468.3,470.96,467.05,467.28,458.6153,84232200,SPY.US
2024-01-05,467.49,470.44,466.43,467.92,459.2434,86060800,SPY.US
2024-01-08,468.43,474.75,468.3,474.6,465.7995,74879100,SPY.US
2024-01-09,471.87,474.93,471.35,473.88,465.0929,65931400,SPY.US
2024-01-10,474.16,477.45,473.87,476.56,467.7232,67310600,SPY.US
2024-01-11,477.59,478.12,472.26,476.35,467.5171,77940700,SPY.US
2024-01-12,477.84,478.6,475.23,476.68,467.8409,57944000,SPY.US
2024-01-16,475.26,476.61,473.06,474.93,466.1234,85014900,SPY.US
2024-01-17,471.82,472.79,469.87,472.29,463.5324,68843900,SPY.US
2024-01-18,474.01,477.06,472.42,476.49,467.6545,91856200,SPY.US
2024-01-19,477.65,482.72,476.54,482.43,473.4843,110733300,SPY.US
2024-01-22,484.01,485.22,482.78,483.45,474.4854,75844900,SPY.US
2024-01-23,484.01,485.11,482.89,484.86,475.8693,49945300,SPY.US
2024-01-24,487.81,488.77,484.88,485.39,476.3894,81765000,SPY.US
2024-01-25,487.58,488.31,485.39,488.03,478.9805,72525000,SPY.US
2024-01-26,487.59,489.12,486.54,487.41,478.372,76641600,SPY.US
2024-01-29,487.73,491.42,487.17,491.27,482.1604,61322800,SPY.US
2024-01-30,490.56,491.62,490.11,490.89,481.7875,58618400,SPY.US
2024-01-31,488.62,489.08,482.86,482.88,473.926,126011100,SPY.US
2024-02-01,484.63,489.23,483.8,489.2,480.1288,91891600,SPY.US
2024-02-02,489.65,496.05,489.3,494.35,485.1833,99147700,SPY.US
2024-02-05,493.7,494.38,490.23,492.55,483.4167,75757100,SPY.US
2024-02-06,493.52,494.32,492.05,493.98,484.8202,55918600,SPY.US
2024-02-07,496.29,498.53,495.36,498.1,488.8638,70556500,SPY.US
2024-02-08,498.1,498.71,497.26,498.32,489.0797,52343600,SPY.US
2024-02-09,498.84,501.65,498.49,501.2,491.9063,63979400,SPY.US
2024-02-12,501.17,503.5,500.24,500.98,491.6904,56502300,SPY.US
2024-02-13,494.53,497.09,490.72,494.08,484.9183,113099200,SPY.US
2024-02-14,496.79,499.07,494.4,498.57,489.325,68387800,SPY.US
2024-02-15,499.29,502.2,498.8,502.01,492.7013,61683000,SPY.US
2024-02-16,501.7,502.87,498.75,499.51,490.2476,75461200,SPY.US
2024-02-20,497.72,498.41,494.45,496.76,487.5486,71736700,SPY.US
2024-02-21,495.42,497.37,493.56,497.21,487.9903,59603800,SPY.US
2024-02-22,504.01,508.49,503.02,507.5,498.0895,76402500,SPY.US
2024-02-23,509.27,510.13,507.1,507.85,498.433,61321800,SPY.US
2024-02-26,508.3,508.75,505.86,505.99,496.6075,50386700,SPY.US
2024-02-27,506.7,507.16,504.75,506.93,497.53,48854500,SPY.US
2024-02-28,505.33,506.86,504.96,506.26,496.8724,56506600,SPY.US
2024-02-29,508.07,509.74,505.35,508.08,498.6587,83924800,SPY.US
2024-03-01,508.98,513.29,508.56,512.85,503.3402,76805900,SPY.US
2024-03-04,512.03,514.2,512.0,512.3,502.8004,49799300,SPY.US
2024-03-05,510.24,510.7,504.91,507.18,497.7754,72855600,SPY.US
2024-03-06,510.55,512.07,508.42,509.75,500.2977,68382400,SPY.US
2024-03-07,513.14,515.89,509.81,514.81,505.2639,58652100,SPY.US
2024-03-08,515.46,518.22,511.13,511.72,502.2312,86425500,SPY.US
2024-03-11,510.48,511.88,508.5,511.28,501.7994,62557200,SPY.US
2024-03-12,513.45,517.38,510.86,516.78,507.1974,73114400,SPY.US
2024-03-13,517.11,517.29,514.49,515.97,506.4024,55104100,SPY.US
2024-03-14,516.97,517.13,511.82,514.95,505.4013,110171800,SPY.US
2024-03-15,510.21,511.7,508.12,509.83,501.9309,107585800,SPY.US
2024-03-18,514.0,515.48,512.44,512.86,504.914,88893300,SPY.US
2024-03-19,512.15,516.0,511.12,515.71,507.7198,60755300,SPY.US
2024-03-20,515.77,520.62,515.08,520.48,512.4159,69594600,SPY.US
2024-03-21,523.39,524.11,521.91,522.2,514.1093,60256100,SPY.US
2024-03-22,522.11,522.61,520.97,521.21,513.1346,79023000,SPY.US
2024-03-25,519.8,520.95,519.61,519.77,511.7169,48512100,SPY.US
2024-03-26,521.23,521.58,518.4,518.81,510.7718,65463700,SPY.US
2024-03-27,521.71,523.21,519.49,523.17,515.0642,82999800,SPY.US
2024-03-28,523.21,524.61,522.78,523.07,514.9658,96294900,SPY.US
2024-04-01,523.83,524.38,520.97,522.16,514.0699,62477500,SPY.US
2024-04-02,518.24,518.98,516.48,518.84,510.8013,74230300,SPY.US
2024-04-03,517.72,520.95,517.67,519.41,511.3625,59155800,SPY.US
2024-04-04,523.52,523.87,512.76,513.07,505.1207,96858100,SPY.US
2024-04-05,514.46,520.44,514.01,518.43,510.3977,74482100,SPY.US
2024-04-08,519.15,520.18,517.89,518.72,510.6832,48401800,SPY.US
2024-04-09,520.5,520.75,514.35,519.32,511.2739,68124400,SPY.US
2024-04-10,513.48,516.16,512.09,514.12,506.1545,82652800,SPY.US
2024-04-11,515.68,519.48,512.08,518.0,509.9743,70099000,SPY.US
2024-04-12,514.37,515.82,509.08,510.85,502.9351,92469100,SPY.US
2024-04-15,515.13,515.3,503.58,504.45,496.6343,92101400,SPY.US
2024-04-16,504.94,506.5,502.21,503.53,495.7285,73484000,SPY.US
2024-04-17,506.05,506.22,499.12,500.55,492.7947,75910300,SPY.US
2024-04-18,501.98,504.13,498.56,499.52,491.7807,74548100,SPY.US
2024-04-19,499.44,500.46,493.86,495.16,487.4882,102129100,SPY.US
2024-04-22,497.83,502.38,495.43,499.72,491.9776,67961000,SPY.US
2024-04-23,501.78,506.09,499.53,505.65,497.8157,64633600,SPY.US
2024-04-24,506.56,507.37,503.13,505.41,497.5794,55928100,SPY.US
2024-04-25,499.18,504.27,497.49,503.49,495.6892,69122400,SPY.US
2024-04-26,506.35,509.88,505.7,508.26,500.3852,64306100,SPY.US
2024-04-29,510.09,510.75,507.25,510.06,502.1574,46415400,SPY.US
2024-04-30,508.56,509.56,501.98,501.98,494.2025,77483600,SPY.US
2024-05-01,501.38,508.19,499.87,500.35,492.5978,80242800,SPY.US
2024-05-02,504.15,505.89,499.55,505.03,497.2053,62550200,SPY.US
2024-05-03,511.16,512.55,508.56,511.29,503.3683,72756700,SPY.US
2024-05-06,513.75,516.61,513.3,516.57,508.5665,47264700,SPY.US
2024-05-07,517.56,518.57,516.45,517.14,509.1277,52561300,SPY.US
2024-05-08,515.26,517.74,515.14,517.19,509.1769,42047200,SPY.US
2024-05-09,517.38,520.21,516.71,520.17,512.1107,43643700,SPY.US
2024-05-10,521.81,522.64,519.59,520.84,512.7703,52233200,SPY.US
2024-05-13,522.56,522.67,519.74,520.91,512.8393,36716400,SPY.US
2024-05-14,521.11,523.83,520.56,523.3,515.1922,57535900,SPY.US
2024-05-15,525.83,530.08,525.18,529.78,521.5718,59504900,SPY.US
2024-05-16,529.88,531.52,528.54,528.69,520.4987,50244800,SPY.US
2024-05-17,528.81,529.52,527.32,529.45,521.2469,59187600,SPY.US
2024-05-20,529.57,531.56,529.17,530.06,521.8475,37764200,SPY.US
2024-05-21,529.28,531.52,529.07,531.36,523.1273,33437000,SPY.US
2024-05-22,530.65,531.38,527.6,529.83,521.6211,48390000,SPY.US
2024-05-23,532.96,533.07,524.72,525.96,517.811,57211200,SPY.US
2024-05-24,527.85,530.27,526.88,529.44,521.2371,41258400,SPY.US
2024-05-28,530.27,530.51,527.11,529.81,521.6014,36269600,SPY.US
2024-05-29,525.68,527.31,525.37,526.1,517.9488,45190300,SPY.US
2024-05-30,524.52,525.2,521.33,522.61,514.5129,46468500,SPY.US
2024-05-31,523.59,527.5,518.36,527.37,519.1992,90785800,SPY.US
2024-06-03,529.02,529.31,522.6,527.8,519.6225,46835700,SPY.US
2024-06-04,526.46,529.15,524.96,528.39,520.2034,34632700,SPY.US
2024-06-05,530.77,534.69,528.73,534.67,526.3861,47610400,SPY.US
2024-06-06,534.98,535.42,532.68,534.66,526.3762,30808500,SPY.US
2024-06-07,533.66,536.89,532.54,534.01,525.7363,43224500,SPY.US
2024-06-10,533.18,535.99,532.57,535.66,527.3607,35729300,SPY.US
2024-06-11,534.07,537.01,532.05,536.95,528.6307,36383400,SPY.US
2024-06-12,541.63,544.12,540.3,541.36,532.9724,63251300,SPY.US
2024-06-13,543.15,543.33,539.59,542.45,534.0455,44760900,SPY.US
2024-06-14,540.88,542.81,539.85,542.78,534.3704,40089900,SPY.US
2024-06-17,542.08,548.53,541.61,547.1,538.6235,55839500,SPY.US
2024-06-18,547.16,548.62,546.73,548.49,539.9919,41376400,SPY.US
2024-06-20,549.44,550.12,545.18,547.0,538.525,70328200,SPY.US
2024-06-21,544.4,545.65,543.02,544.51,537.803,64513900,SPY.US
2024-06-24,544.33,546.95,542.62,542.74,536.0548,45528700,SPY.US
2024-06-25,543.99,545.2,542.44,544.83,538.1191,38273300,SPY.US
2024-06-26,543.69,546.24,543.03,545.51,538.7907,38550600,SPY.US
2024-06-27,545.37,546.96,544.61,546.37,539.6401,35041500,SPY.US
2024-06-28,547.16,550.28,542.95,544.22,537.5166,76144500,SPY.US
2024-07-01,545.63,545.88,542.52,545.34,538.6228,40297800,SPY.US
2024-07-02,543.7,549.01,543.65,549.01,542.2476,40434800,SPY.US
2024-07-03,548.69,551.83,548.65,551.46,544.6674,32789900,SPY.US
2024-07-05,551.77,555.05,551.12,554.64,547.8083,41488400,SPY.US
2024-07-08,555.44,556.25,554.19,555.28,548.4404,36110500,SPY.US
2024-07-09,556.26,557.18,555.52,555.82,548.9737,27289700,SPY.US
2024-07-10,557.07,561.67,556.77,561.32,554.406,38701200,SPY.US
2024-07-11,561.44,562.33,555.83,556.48,549.6256,53054200,SPY.US
2024-07-12,557.63,563.67,557.15,559.99,553.0924,53084400,SPY.US
2024-07-15,562.03,564.84,559.63,561.53,554.6134,40584300,SPY.US
2024-07-16,562.87,565.16,562.1,564.86,557.9024,36475300,SPY.US
2024-07-17,558.8,560.51,556.61,556.94,550.0799,57119000,SPY.US
2024-07-18,558.51,559.52,550.43,552.66,545.8526,56270400,SPY.US
2024-07-19,552.42,554.08,547.91,548.99,542.2279,65509100,SPY.US
2024-07-22,553.0,555.27,551.02,554.65,547.8181,43346700,SPY.US
2024-07-23,554.54,556.74,553.28,553.78,546.9589,34439600,SPY.US
2024-07-24,548.86,549.17,540.29,541.23,534.5634,74515300,SPY.US
2024-07-25,541.35,547.46,537.45,538.41,531.7782,61158300,SPY.US
2024-07-26,542.28,547.19,541.49,544.44,537.7339,53763800,SPY.US
2024-07-29,546.02,547.05,542.72,544.76,538.05,39515800,SPY.US
2024-07-30,546.26,547.34,538.52,542.0,535.3239,46853600,SPY.US
2024-07-31,548.98,553.5,547.58,550.81,544.0254,65663400,SPY.US
2024-08-01,552.57,554.87,539.43,543.01,536.3215,76428700,SPY.US
2024-08-02,535.75,536.99,528.6,532.9,526.336,82789100,SPY.US
2024-08-05,511.64,523.58,510.27,517.38,511.0072,146267400,SPY.US
2024-08-06,519.22,529.75,517.87,522.15,515.7185,84826300,SPY.US
2024-08-07,528.47,531.59,518.05,518.66,512.2714,70698300,SPY.US
2024-08-08,523.91,531.29,521.84,530.65,524.1138,63276600,SPY.US
2024-08-09,529.81,534.51,528.56,532.99,526.4249,45619600,SPY.US
2024-08-12,534.21,535.73,530.95,533.27,526.7015,42542100,SPY.US
2024-08-13,536.53,542.28,536.28,542.04,535.3635,52333100,SPY.US
2024-08-14,542.85,544.96,540.12,543.75,537.0524,42446900,SPY.US
2024-08-15,549.5,553.36,548.88,553.07,546.2576,60846800,SPY.US
2024-08-16,551.42,555.02,551.26,554.31,547.4823,44430700,SPY.US
2024-08-19,554.73,559.61,553.86,559.61,552.717,39121800,SPY.US
2024-08-20,559.15,560.84,557.33,558.7,551.8182,33732300,SPY.US
2024-08-21,559.77,562.11,554.73,560.62,553.7146,41514600,SPY.US
2024-08-22,562.56,563.18,554.98,556.22,549.3688,56121500,SPY.US
2024-08-23,559.53,563.09,557.29,562.13,555.206,50639400,SPY.US
2024-08-26,563.18,563.91,559.05,560.79,553.8825,35788600,SPY.US
2024-08-27,559.49,562.06,558.32,561.56,554.643,32693900,SPY.US
2024-08-28,561.21,561.65,555.04,558.3,551.4232,41066000,SPY.US
2024-08-29,560.31,563.68,557.18,558.35,551.4726,38715200,SPY.US
2024-08-30,560.77,564.2,557.14,563.68,556.7369,62700100,SPY.US
2024-09-03,560.47,560.81,549.51,552.08,545.2798,60600100,SPY.US
2024-09-04,550.2,554.43,549.46,550.95,544.1637,47224900,SPY.US
2024-09-05,550.89,553.8,547.1,549.61,542.8402,44264300,SPY.US
2024-09-06,549.94,551.6,539.44,540.36,533.7042,68493800,SPY.US
2024-09-09,544.65,547.71,542.68,546.41,539.6796,40445800,SPY.US
2024-09-10,548.36,549.15,543.38,548.79,542.0303,36394600,SPY.US
2024-09-11,548.7,555.36,539.96,554.42,547.591,75248600,SPY.US
2024-09-12,555.01,559.4,552.74,559.09,552.2034,51892700,SPY.US
2024-09-13,559.71,563.03,559.45,562.01,555.0875,39310500,SPY.US
2024-09-16,561.74,563.11,559.9,562.84,555.9073,36656100,SPY.US
