date,open,high,low,close,adjusted_close,volume,ticker
2024-06-14,265.86,266.69,265.24,266.69,262.3629,2205602,VTI.US
2024-06-17,266.41,269.4,266.04,268.72,264.3599,2452013,VTI.US
2024-06-18,268.86,269.54,268.66,269.4,265.0289,2024347,VTI.US
2024-06-20,269.94,270.19,267.75,268.72,264.3599,3168616,VTI.US
2024-06-21,268.42,268.81,267.4612,268.31,263.9566,2679439,VTI.US
2024-06-24,268.34,269.779,267.78,267.86,263.5139,2226503,VTI.US
2024-06-25,268.37,268.74,267.49,268.74,264.3796,2074841,VTI.US
2024-06-26,267.98,269.1,267.63,268.73,264.3698,1857531,VTI.US
2024-06-27,268.62,269.589,268.49,269.38,265.0092,2655402,VTI.US
2024-06-28,269.37,270.41,266.95,267.51,264.1029,2822789,VTI.US
2024-07-01,268.49,268.49,266.73,268.05,264.636,2881044,VTI.US
2024-07-02,267.46,269.63,267.25,269.6,266.1663,4207844,VTI.US
2024-07-03,269.61,270.8995,269.61,270.71,267.2621,1948509,VTI.US
2024-07-05,270.82,272.26,270.4,272.12,268.6542,4237515,VTI.US
2024-07-08,272.65,272.92,271.91,272.49,269.0195,2335017,VTI.US
2024-07-09,272.82,273.18,272.311,272.42,268.9504,2703874,VTI.US
2024-07-10,273.21,275.21,272.85,275.06,271.5567,1992606,VTI.US
2024-07-11,275.75,276.26,273.44,273.83,270.3424,3598789,VTI.US
2024-07-12,274.35,277.357,274.3389,275.64,272.1294,2729482,VTI.US
2024-07-15,276.8,278.3,275.88,276.82,273.2943,3386136,VTI.US
2024-07-16,277.6,279.21,277.4,279.1,275.5453,3261052,VTI.US
2024-07-17,276.24,277.27,274.985,275.16,271.6555,3346145,VTI.US
2024-07-18,276.0,276.55,271.65,272.76,269.286,2904164,VTI.US
2024-07-19,272.56,273.33,270.5,271.06,267.6077,2414152,VTI.US
2024-07-22,272.78,274.1493,271.9,273.89,270.4016,2527293,VTI.US
2024-07-23,273.87,275.1395,273.56,273.69,270.2042,2229532,VTI.US
2024-07-24,271.34,271.61,267.08,267.53,264.1226,3050710,VTI.US
2024-07-25,267.7,271.07,265.945,266.5,263.1058,3237817,VTI.US
2024-07-26,268.64,270.99,268.25,269.69,266.2551,2757918,VTI.US
2024-07-29,270.73,271.08,268.7704,269.71,266.2749,2814350,VTI.US
2024-07-30,270.5,271.15,266.87,268.59,265.1691,2174149,VTI.US
2024-07-31,271.94,274.2896,271.1,272.57,269.0985,2541526,VTI.US
2024-08-01,273.25,274.51,266.6121,268.3,264.8828,3767282,VTI.US
2024-08-02,264.5,264.77,260.69,262.9,259.5516,4744241,VTI.US
2024-08-05,251.21,258.33,251.0,255.18,251.9299,8463448,VTI.US
2024-08-06,256.57,261.36,255.53,257.77,254.487,5255153,VTI.US
2024-08-07,261.07,262.35,255.5626,255.8,252.542,3398498,VTI.US
2024-08-08,258.68,262.17,257.5,261.79,258.4558,2922782,VTI.US
2024-08-09,261.74,263.64,260.8,262.92,259.5714,2667356,VTI.US
2024-08-12,263.63,263.99,261.76,262.75,259.4035,2548507,VTI.US
2024-08-13,264.41,267.21,264.3,267.12,263.7179,2316211,VTI.US
2024-08-14,267.65,268.47,266.1313,267.88,264.4682,2335278,VTI.US
2024-08-15,270.94,272.77,270.58,272.52,269.0491,3031559,VTI.US
2024-08-16,271.9,273.54,271.725,273.17,269.6908,2571935,VTI.US
2024-08-19,273.62,275.79,273.02,275.75,272.238,2660025,VTI.US
2024-08-20,275.68,276.31,274.4255,275.08,271.5765,2041866,VTI.US
2024-08-21,275.77,276.8997,274.95,276.46,272.9389,1983746,VTI.US
2024-08-22,277.17,277.59,273.61,274.12,270.6287,2554281,VTI.US
2024-08-23,275.74,277.83,275.33,277.59,274.0545,2281830,VTI.US
2024-08-26,278.13,278.53,276.255,276.89,273.3634,2263765,VTI.US
2024-08-27,276.1,277.38,275.61,277.14,273.6102,1787938,VTI.US
2024-08-28,276.8,277.08,273.9195,275.45,271.9418,1856390,VTI.US
2024-08-29,276.48,278.31,275.2442,275.72,272.2083,3018022,VTI.US
2024-08-30,276.72,278.53,275.085,278.38,274.8345,2029264,VTI.US
2024-09-03,276.8,277.0,271.16,272.39,268.9207,3669700,VTI.US
2024-09-04,271.005,273.536,270.98,271.78,268.3185,2946704,VTI.US
2024-09-05,271.8,273.02,269.83,270.94,267.4892,3997837,VTI.US
2024-09-06,271.18,272.04,266.01,266.44,263.0465,3599857,VTI.US
2024-09-09,268.39,270.0469,267.58,269.29,265.8602,2969812,VTI.US
2024-09-10,270.13,270.49,267.67,270.34,266.8969,1874652,VTI.US
2024-09-11,270.22,273.3568,265.92,273.03,269.5526,2640245,VTI.US
2024-09-12,273.43,275.55,272.15,275.3,271.7937,2422039,VTI.US
2024-09-13,276.0,277.6999,275.76,277.22,273.6892,2474737,VTI.US
2024-09-16,277.12,277.8805,276.25,277.77,274.2322,2065742,VTI.US
2024-09-17,278.98,279.78,276.97,278.05,274.5087,2133620,VTI.US
2024-09-18,278.37,281.06,277.09,277.35,273.8176,3389903,VTI.US
2024-09-19,282.1,283.0,280.6,282.05,278.4577,2660156,VTI.US
2024-09-20,281.68,282.02,280.0781,281.46,277.8752,2293603,VTI.US
2024-09-23,282.2,282.555,281.46,282.16,278.5663,1920984,VTI.US
2024-09-24,282.76,282.89,281.14,282.87,279.2673,1952093,VTI.US
2024-09-25,282.95,283.15,281.5,281.94,278.3491,1744156,VTI.US
2024-09-26,284.27,284.35,282.09,283.2,279.5931,2616759,VTI.US
2024-09-27,283.18,283.435,281.463,282.05,279.3168,2644098,VTI.US
2024-09-30,281.62,283.3856,280.37,283.16,280.416,2829889,VTI.US
2024-10-01,283.0,283.05,279.16,280.58,277.861,4874903,VTI.US
2024-10-02,280.24,281.17,278.87,280.64,277.9204,3637510,VTI.US
2024-10-03,279.83,280.95,278.9,280.04,277.3262,2369213,VTI.US
2024-10-04,282.46,282.89,280.345,282.75,280.01,2337305,VTI.US
2024-10-07,282.04,282.13,279.54,280.17,277.455,11465570,VTI.US
2024-10-08,281.28,282.88,280.88,282.53,279.7921,2164584,VTI.US
2024-10-09,282.55,284.74,282.26,284.5,281.743,2123833,VTI.US
2024-10-10,283.78,284.61,283.03,283.91,281.1587,2547233,VTI.US
2024-10-11,283.97,286.39,283.95,286.11,283.3374,1799457,VTI.US
2024-10-14,286.86,288.73,286.6144,288.34,285.5458,1997049,VTI.US
2024-10-15,288.32,288.6898,285.91,286.36,283.585,3260844,VTI.US
2024-10-16,286.72,288.11,286.23,287.82,285.0309,2215254,VTI.US
2024-10-17,289.47,289.6977,287.73,287.76,284.9714,2810628,VTI.US
2024-10-18,288.7,289.262,287.91,288.89,286.0905,1822120,VTI.US
2024-10-21,288.51,288.8,286.6395,287.98,285.1893,2320088,VTI.US
2024-10-22,286.9,288.2499,286.47,287.65,284.8625,2029044,VTI.US
2024-10-23,286.77,286.9052,283.34,285.05,282.2877,2637314,VTI.US
2024-10-24,286.12,286.175,284.47,285.81,283.0403,2235978,VTI.US
2024-10-25,287.03,288.25,285.05,285.54,282.7729,2813744,VTI.US
2024-10-28,287.06,287.48,286.5625,286.7,283.9217,1874278,VTI.US
2024-10-29,286.27,287.65,285.45,287.08,284.298,2503356,VTI.US
2024-10-30,286.98,288.1,286.0322,286.37,283.5949,2204072,VTI.US
2024-10-31,284.78,284.78,280.96,281.03,278.3067,3027448,VTI.US
2024-11-01,282.52,284.49,281.96,282.23,279.495,2449367,VTI.US
2024-11-04,282.17,283.07,280.865,281.72,278.99,2383851,VTI.US
2024-11-05,282.11,285.3,282.01,285.3,282.5353,2060261,VTI.US
2024-11-06,292.3,293.61,290.21,293.28,290.4379,5676826,VTI.US
2024-11-07,294.02,295.9,294.01,295.33,292.4681,4108983,VTI.US
2024-11-08,295.61,297.37,295.5137,296.71,293.8347,4142370,VTI.US
2024-11-11,297.93,298.12,296.76,297.54,294.6567,3200894,VTI.US
2024-11-12,297.42,297.78,295.09,296.37,293.498,3474754,VTI.US
2024-11-13,296.8,297.55,295.62,296.23,293.3594,2829056,VTI.US
2024-11-14,296.5,296.61,293.72,294.04,291.1906,3280837,VTI.US
2024-11-15,292.51,292.61,289.35,290.31,287.4967,4025769,VTI.US
2024-11-18,290.64,292.24,290.13,291.49,288.6653,2992125,VTI.US
2024-11-19,289.9,293.09,289.45,292.83,289.9923,2342168,VTI.US
2024-11-20,292.92,293.16,290.135,293.0,290.1607,2670801,VTI.US
2024-11-21,294.53,295.77,291.95,295.05,292.1908,2560659,VTI.US
2024-11-22,295.13,296.81,295.13,296.51,293.6366,2639817,VTI.US
2024-11-25,298.67,299.47,296.9,297.96,295.0726,3384633,VTI.US
2024-11-26,298.43,299.385,297.87,299.05,296.152,3292833,VTI.US
2024-11-27,299.13,299.47,297.4017,298.2,295.3103,2730493,VTI.US
2024-11-29,298.94,300.38,298.71,299.86,296.9542,1811915,VTI.US
2024-12-02,300.3,300.75,299.8,300.43,297.5187,3583654,VTI.US
2024-12-03,300.38,300.57,299.6401,300.43,297.5187,2101218,VTI.US
2024-12-04,301.48,302.6,301.17,302.45,299.5191,3258052,VTI.US
2024-12-05,302.6,302.75,301.52,301.61,298.6872,2183413,VTI.US
2024-12-06,302.31,302.945,302.015,302.45,299.5191,2332856,VTI.US
2024-12-09,302.53,302.65,300.33,300.52,297.6078,2953904,VTI.US
2024-12-10,301.0,301.0,299.07,299.39,296.4887,2557081,VTI.US
2024-12-11,301.0,302.2902,300.855,301.8,298.8754,2235306,VTI.US
2024-12-12,301.48,301.55,300.04,300.08,297.172,2119999,VTI.US
2024-12-13,301.0,301.2749,299.1001,299.93,297.0235,2279188,VTI.US
2024-12-16,300.57,301.75,300.43,301.15,298.2317,2545400,VTI.US
2024-12-17,299.96,300.18,299.0,299.66,296.7561,3059944,VTI.US
2024-12-18,299.76,300.53,289.95,290.39,287.5759,3890871,VTI.US
2024-12-19,292.99,293.7,289.87,289.98,287.1699,4826208,VTI.US
2024-12-20,288.61,295.71,288.11,293.28,290.4379,3836973,VTI.US
2024-12-23,292.53,294.1897,290.5401,294.0,292.0881,3704509,VTI.US
2024-12-24,294.57,297.17,294.25,297.12,295.1879,2642219,VTI.US
2024-12-26,296.44,297.78,295.54,297.29,295.3567,4309083,VTI.US
2024-12-27,295.33,295.93,291.99,294.07,292.1577,3636790,VTI.US
2024-12-30,290.88,292.52,288.78,290.82,288.9288,4968522,VTI.US
2024-12-31,291.81,292.1371,289.07,289.81,287.9254,3893235,VTI.US
2025-01-02,291.45,292.545,287.345,289.26,287.379,3799816,VTI.US
2025-01-03,290.66,293.35,290.19,293.06,291.1543,2729826,VTI.US
2025-01-06,295.2,296.895,293.9333,294.7,292.7836,3678616,VTI.US
2025-01-07,295.84,295.87,290.4,291.41,289.515,3316993,VTI.US
2025-01-08,291.42,292.25,289.51,291.68,289.7832,2971327,VTI.US
2025-01-10,290.05,290.05,286.22,287.3,285.4317,4403722,VTI.US
2025-01-13,285.0,287.88,284.63,287.77,285.8987,3633299,VTI.US
2025-01-14,289.41,289.75,286.52,288.42,286.5444,3803662,VTI.US
2025-01-15,292.71,294.3,292.1662,293.71,291.8,2815260,VTI.US
2025-01-16,294.23,294.66,292.9319,293.49,291.5815,3130287,VTI.US
2025-01-17,296.18,297.1175,295.435,296.2,294.2738,2603208,VTI.US
2025-01-21,297.75,299.2215,296.9092,299.14,297.1947,3893465,VTI.US
2025-01-22,300.59,301.29,300.27,300.6,298.6452,3515706,VTI.US
2025-01-23,300.24,302.18,300.02,302.18,300.2149,2647808,VTI.US
2025-01-24,302.26,302.6724,300.8,301.3,299.3407,2359005,VTI.US
2025-01-27,295.0,297.5831,294.44,297.1,295.168,5321294,VTI.US
2025-01-28,297.9,300.1099,296.2,299.65,297.7014,2717273,VTI.US
2025-01-29,299.32,299.599,296.97,298.37,296.4297,2620205,VTI.US
2025-01-30,299.5,301.105,298.28,300.24,298.2876,2891224,VTI.US
2025-01-31,301.22,302.6,298.23,298.6,296.6582,3338461,VTI.US
2025-02-03,293.32,297.6997,292.7,296.42,294.4924,5037717,VTI.US
2025-02-04,296.62,298.74,296.23,298.57,296.6284,2601945,VTI.US
2025-02-05,298.24,299.97,297.09,299.95,297.9994,2226229,VTI.US
2025-02-06,300.73,300.86,298.9,300.69,298.7346,2899806,VTI.US
2025-02-07,300.94,301.6597,297.67,298.0,296.0621,3631954,VTI.US
2025-02-10,299.56,300.23,298.91,299.91,297.9597,2623947,VTI.US
2025-02-11,298.73,300.07,298.6838,299.75,297.8007,2719884,VTI.US
2025-02-12,296.88,299.33,296.24,298.76,296.8172,3283547,VTI.US
2025-02-13,299.52,301.97,298.78,301.88,299.9169,3066774,VTI.US
2025-02-14,302.0,302.55,301.5,301.84,299.8772,2376958,VTI.US
2025-02-18,302.37,302.7,301.22,302.69,300.7216,2851508,VTI.US
2025-02-19,301.85,303.3904,301.6821,303.12,301.1488,2566589,VTI.US
2025-02-20,302.53,302.7234,299.882,301.49,299.5294,2863850,VTI.US
2025-02-21,301.74,301.7935,295.635,295.92,293.9957,3595026,VTI.US
2025-02-24,296.96,297.34,293.89,294.41,292.4955,4465439,VTI.US
2025-02-25,294.4,294.83,290.54,292.95,291.045,3509185,VTI.US
2025-02-26,293.9,295.695,291.87,293.05,291.1443,2807312,VTI.US
2025-02-27,294.34,294.79,288.4,288.51,286.6338,2747256,VTI.US
2025-02-28,288.63,293.21,287.35,292.96,291.0549,3485767,VTI.US
2025-03-03,293.91,294.72,285.77,287.71,285.839,7835571,VTI.US
2025-03-04,285.2,288.45,281.5,284.12,282.2724,6449645,VTI.US
2025-03-05,284.08,288.14,282.32,287.35,285.4814,3662336,VTI.US
2025-03-06,283.53,285.8188,280.65,282.01,280.1761,4836315,VTI.US
2025-03-07,281.22,284.05,278.11,283.34,281.4975,3868701,VTI.US
2025-03-10,279.43,280.28,273.14,275.62,273.8277,6442941,VTI.US
2025-03-11,275.0,277.0,271.58,273.69,271.9102,5282368,VTI.US
2025-03-12,276.795,277.29,272.48,275.04,273.2514,3996109,VTI.US
2025-03-13,274.93,275.0,270.2,271.18,269.4165,3932466,VTI.US
2025-03-14,273.6,277.38,273.36,276.99,275.1888,3610112,VTI.US
2025-03-17,276.73,280.5965,276.68,279.28,277.4639,3981121,VTI.US
2025-03-18,278.2,278.5,275.335,276.27,274.4734,3120881,VTI.US
2025-03-19,277.0,281.38,276.625,279.41,277.593,2867838,VTI.US
2025-03-20,277.7,281.2,277.26,278.74,276.9274,2256439,VTI.US
2025-03-21,276.41,279.07,275.68,278.85,277.0367,3382468,VTI.US
2025-03-24,282.25,284.53,281.9,284.01,282.1631,3251647,VTI.US
2025-03-25,284.52,285.09,283.66,284.49,282.64,2517248,VTI.US
2025-03-26,284.15,284.92,280.31,281.16,279.3316,2473462,VTI.US
2025-03-27,279.46,281.08,278.05,278.99,278.1502,2345342,VTI.US
2025-03-28,278.31,278.75,273.05,273.43,272.6069,3912899,VTI.US
2025-03-31,270.27,275.58,268.7305,274.84,274.0127,6064045,VTI.US
2025-04-01,273.9,276.79,272.055,275.77,274.9399,3269917,VTI.US
2025-04-02,272.85,279.25,272.61,277.95,277.1133,2594701,VTI.US
2025-04-03,268.01,269.373,263.7,263.96,263.1654,8137451,VTI.US
2025-04-04,256.97,257.7299,248.1808,248.47,247.7221,16633689,VTI.US
2025-04-07,240.0,257.03,236.42,247.66,246.9145,16346700,VTI.US
2025-04-08,256.5,257.71,240.05,243.75,243.0163,11064310,VTI.US
2025-04-09,241.85,268.48,241.62,268.48,267.6718,12138000,VTI.US
2025-04-10,261.11,261.66,249.89,257.43,256.6551,7255672,VTI.US
2025-04-11,256.71,262.75,254.67,261.74,260.9521,5007914,VTI.US
2025-04-14,266.43,266.73,261.4621,264.15,263.3549,4039902,VTI.US
2025-04-15,264.25,266.3993,263.15,263.69,262.8963,4680397,VTI.US
2025-04-16,260.77,262.5854,255.445,258.21,257.4328,4295457,VTI.US
2025-04-17,259.13,260.95,257.3301,258.75,257.9711,3400998,VTI.US
2025-04-21,256.23,256.5,249.94,252.6,251.8396,5523207,VTI.US
2025-04-22,255.62,260.2065,255.27,259.03,258.2503,3802289,VTI.US
2025-04-23,265.93,268.38,262.57,263.44,262.647,6842692,VTI.US
2025-04-24,263.9,269.25,263.393,268.99,268.1803,3487612,VTI.US
2025-04-25,268.86,270.8983,267.4076,270.64,269.8253,3220924,VTI.US
2025-04-28,271.02,272.26,268.08,271.03,270.2142,2507695,VTI.US
2025-04-29,270.13,273.27,270.06,272.66,271.8393,2209144,VTI.US
2025-04-30,269.11,273.52,266.25,272.82,271.9988,4039512,VTI.US
2025-05-01,275.28,277.28,274.25,274.52,273.6937,3238000,VTI.US
2025-05-02,277.52,279.6,276.62,278.8,277.9608,3170832,VTI.US
2025-05-05,276.65,278.84,276.39,277.22,276.3855,2820754,VTI.US
2025-05-06,274.57,277.1,273.9501,274.97,274.1423,2444019,VTI.US
2025-05-07,275.76,277.23,273.58,276.11,275.2789,2697356,VTI.US
2025-05-08,278.1,280.8673,276.5003,278.28,277.4423,2781486,VTI.US
2025-05-09,279.06,279.6235,277.2508,277.97,277.1333,2151202,VTI.US
2025-05-12,286.78,287.27,284.3685,287.27,286.4053,4184760,VTI.US
2025-05-13,287.61,290.3472,287.02,289.22,288.3494,3286796,VTI.US
2025-05-14,289.72,290.22,288.44,289.41,288.5388,3198775,VTI.US
2025-05-15,288.37,290.8556,288.05,290.59,289.7153,2347024,VTI.US
2025-05-16,291.08,292.75,290.202,292.58,291.6993,5440052,VTI.US
2025-05-19,289.46,293.125,289.32,292.81,291.9286,3083634,VTI.US
2025-05-20,291.99,292.5,290.355,291.85,290.9715,2827180,VTI.US
2025-05-21,289.54,291.49,286.15,286.77,285.9068,3166670,VTI.US
2025-05-22,286.38,288.53,285.88,286.72,285.8569,2738673,VTI.US
2025-05-23,283.04,286.23,283.0,285.04,284.182,2855772,VTI.US
2025-05-27,288.46,291.03,287.52,290.9,290.0244,2980570,VTI.US
2025-05-28,291.1,291.655,288.8,289.19,288.3195,2413814,VTI.US
2025-05-29,291.53,291.82,288.32,290.12,289.2467,3851641,VTI.US
2025-05-30,289.47,290.745,286.855,289.88,289.0074,3178288,VTI.US
2025-06-02,289.34,291.42,287.58,291.36,290.483,2845931,VTI.US
2025-06-03,291.535,293.847,291.02,293.37,292.4869,3493717,VTI.US
2025-06-04,293.82,294.3498,293.03,293.34,292.457,2718936,VTI.US
2025-06-05,293.98,294.9,291.069,291.72,290.8419,3035764,VTI.US
2025-06-06,294.71,295.88,294.0225,295.12,294.2317,2308773,VTI.US
2025-06-09,295.46,296.27,294.82,295.36,294.4709,3119667,VTI.US
2025-06-10,295.74,297.19,295.22,296.92,296.0262,2823123,VTI.US
2025-06-11,297.6,298.0677,295.16,296.13,295.2386,2706554,VTI.US
2025-06-12,295.3,297.1,295.1,297.08,296.1858,3092323,VTI.US
2025-06-13,294.45,296.13,292.84,293.57,292.6863,3383122,VTI.US
2025-06-16,295.45,297.3699,295.33,296.47,295.5776,3113111,VTI.US
2025-06-17,295.1,296.0465,293.58,294.0,293.115,2720404,VTI.US
2025-06-18,294.32,295.95,293.68,294.11,293.2247,2409273,VTI.US
2025-06-20,295.62,295.9941,292.72,293.43,292.5467,2686087,VTI.US
2025-06-23,293.49,296.47,291.97,296.25,295.3583,3340014,VTI.US
2025-06-24,298.43,300.165,297.94,299.71,298.8078,3225306,VTI.US
2025-06-25,300.35,300.425,298.77,299.36,298.4589,3025946,VTI.US
2025-06-26,300.37,302.19,300.1,301.94,301.0311,2286087,VTI.US
2025-06-27,302.68,304.26,301.39,303.31,302.397,3189857,VTI.US
2025-06-30,303.74,304.53,302.6,303.93,303.93,3100040,VTI.US
2025-07-01,303.04,304.69,302.8,303.93,303.93,3970609,VTI.US
2025-07-02,303.95,305.5594,303.51,305.51,305.51,4474722,VTI.US
2025-07-03,306.55,308.4,306.55,308.03,308.03,2238146,VTI.US
2025-07-07,306.99,307.35,304.2153,305.6,305.6,4255808,VTI.US
2025-07-08,306.09,306.5,305.18,305.58,305.58,3497860,VTI.US
2025-07-09,306.77,307.685,305.8,307.5,307.5,2838786,VTI.US
2025-07-10,307.65,308.925,306.96,308.32,308.32,2599171,VTI.US
2025-07-11,306.88,307.6399,306.15,307.02,307.02,2909542,VTI.US
2025-07-14,306.74,307.95,306.24,307.72,307.72,2364506,VTI.US
2025-07-15,309.09,309.29,306.05,306.1,306.1,3447838,VTI.US
2025-07-16,306.86,307.5544,304.0,307.26,307.26,3069738,VTI.US
2025-07-17,307.5,309.5801,307.31,309.26,309.26,4952997,VTI.US
2025-07-18,310.05,310.2,308.55,309.09,309.09,2609068,VTI.US
2025-07-21,309.94,311.04,309.27,309.44,309.44,3205046,VTI.US
2025-07-22,309.74,310.19,308.23,309.8,309.8,2117256,VTI.US
2025-07-23,311.1,312.45,310.32,312.41,312.41,3970919,VTI.US
2025-07-24,312.5,313.14,312.195,312.3,312.3,3661710,VTI.US
2025-07-25,312.8,313.93,312.41,313.69,313.69,3233210,VTI.US
2025-07-28,314.2,314.24,312.93,313.6,313.6,4797910,VTI.US
2025-07-29,314.34,314.5,312.24,312.61,312.61,3745560,VTI.US
2025-07-30,313.19,314.01,310.77,312.25,312.25,5966789,VTI.US
2025-07-31,314.37,314.84,310.39,310.89,310.89,4685867,VTI.US
2025-08-01,307.98,307.98,304.4,305.74,305.74,5607339,VTI.US
2025-08-04,307.58,310.56,307.58,310.53,310.53,4118061,VTI.US
2025-08-05,310.86,311.338,308.45,309.16,309.16,4491817,VTI.US
2025-08-06,309.55,311.58,309.0501,311.25,311.25,3226373,VTI.US
2025-08-07,313.05,313.4024,309.36,311.07,311.07,2974369,VTI.US
2025-08-08,311.9,313.3,311.69,313.03,313.03,2881394,VTI.US
2025-08-11,313.33,313.93,311.82,312.31,312.31,4275206,VTI.US
2025-08-12,313.72,316.24,312.9801,316.13,316.13,3342708,VTI.US
2025-08-13,317.36,317.93,316.4,317.66,317.66,2893615,VTI.US
2025-08-14,316.32,317.56,316.01,317.19,317.19,3486988,VTI.US
2025-08-15,317.94,317.94,316.01,316.47,316.47,3434118,VTI.US
2025-08-18,316.32,316.81,315.99,316.59,316.59,3788571,VTI.US
2025-08-19,316.58,316.98,314.1,314.67,314.67,4135736,VTI.US
2025-08-20,314.57,314.57,311.24,313.84,313.84,6190339,VTI.US
2025-08-21,312.9,313.84,311.8634,312.76,312.76,2697032,VTI.US
2025-08-22,313.99,318.83,313.68,318.18,318.18,3548279,VTI.US
2025-08-25,317.58,317.97,316.6,316.65,316.65,2792723,VTI.US
2025-08-26,316.74,318.21,316.3347,318.09,318.09,2832023,VTI.US
2025-08-27,317.65,319.25,317.65,318.94,318.94,5481253,VTI.US
2025-08-28,319.43,320.4,318.495,320.1,320.1,3236896,VTI.US
2025-08-29,319.56,319.7,317.2915,318.2,318.2,3418766,VTI.US
2025-09-02,314.52,316.11,313.3,315.99,315.99,4816314,VTI.US
2025-09-03,317.04,317.745,315.86,317.33,317.33,3161366,VTI.US
2025-09-04,317.84,320.23,317.32,320.14,320.14,3041972,VTI.US
2025-09-05,321.61,322.055,317.49,319.55,319.55,3869081,VTI.US
2023-01-03,384.37,386.43,377.83,380.82,368.1629,74850700,SPY.US
2023-01-04,383.18,385.88,380.0,383.76,371.0052,85934100,SPY.US
2023-01-05,381.72,381.84,378.76,379.38,366.7707,76970500,SPY.US
2023-01-06,382.61,389.25,379.41,388.08,375.1816,104189600,SPY.US
2023-01-09,390.37,393.7,387.67,387.86,374.9689,73978100,SPY.US
2023-01-10,387.25,390.65,386.27,390.58,377.5985,65358100,SPY.US
2023-01-11,392.23,395.6,391.38,395.52,382.3743,68881100,SPY.US
2023-01-12,396.67,398.49,392.42,396.96,383.7665,90157700,SPY.US
2023-01-13,393.62,399.1,393.34,398.5,385.2553,63903900,SPY.US
2023-01-17,398.48,400.23,397.06,397.77,384.5495,62677300,SPY.US
2023-01-18,399.01,400.12,391.28,391.49,378.4783,99632300,SPY.US
2023-01-19,389.36,391.08,387.26,388.64,375.723,86958900,SPY.US
2023-01-20,390.1,396.04,388.38,395.88,382.7223,91806400,SPY.US
2023-01-23,396.72,402.65,395.72,400.63,387.3145,84178800,SPY.US
2023-01-24,398.88,401.15,397.64,400.2,386.8988,59524900,SPY.US
2023-01-25,395.95,400.7,393.56,400.35,387.0438,84800300,SPY.US
2023-01-26,403.13,404.92,400.03,404.75,391.2975,72287400,SPY.US
2023-01-27,403.66,408.16,403.44,405.68,392.1966,68346200,SPY.US
2023-01-30,402.8,405.13,400.28,400.59,387.2758,74202000,SPY.US
2023-01-31,401.13,406.53,400.77,406.48,392.97,86811800,SPY.US
2023-02-01,405.21,413.67,402.35,410.8,397.1465,101459200,SPY.US
2023-02-02,414.86,418.31,412.88,416.78,402.9277,101654500,SPY.US
2023-02-03,411.59,416.97,411.09,412.35,398.6449,94736800,SPY.US
2023-02-06,409.79,411.29,408.1,409.83,396.2087,60295300,SPY.US
2023-02-07,408.87,416.49,407.57,415.19,401.3906,90990700,SPY.US
2023-02-08,413.13,414.53,409.93,410.65,397.0014,76227500,SPY.US
2023-02-09,414.41,414.57,405.81,407.09,393.5598,78694900,SPY.US
2023-02-10,405.86,408.44,405.01,408.04,394.4782,70769700,SPY.US
2023-02-13,408.72,412.97,408.24,412.83,399.109,64913500,SPY.US
2023-02-14,411.24,415.05,408.51,412.64,398.9253,88389300,SPY.US
2023-02-15,410.35,414.06,409.47,413.98,400.2208,61555700,SPY.US
2023-02-16,408.79,412.91,408.14,408.28,394.7102,76431500,SPY.US
2023-02-17,406.06,407.51,404.05,407.26,393.7241,89257800,SPY.US
2023-02-21,403.06,404.16,398.82,399.09,385.8257,82655900,SPY.US
2023-02-22,399.52,401.13,397.02,398.54,385.2939,83742300,SPY.US
2023-02-23,401.56,402.2,396.25,400.66,387.3435,96242400,SPY.US
2023-02-24,395.42,397.25,393.64,396.38,383.2057,108194400,SPY.US
2023-02-27,399.87,401.29,396.75,397.73,384.5109,80444700,SPY.US
2023-02-28,397.23,399.28,396.15,396.26,383.0897,96438600,SPY.US
2023-03-01,395.41,396.69,393.38,394.74,381.6202,99706800,SPY.US
2023-03-02,392.68,398.69,392.33,397.81,384.5882,85127800,SPY.US
2023-03-03,399.71,404.45,399.03,404.19,390.7562,90120000,SPY.US
2023-03-06,405.05,407.45,404.01,404.47,391.0268,72795900,SPY.US
2023-03-07,404.42,404.67,397.63,398.27,385.0329,108310600,SPY.US
2023-03-08,398.39,399.71,396.59,398.92,385.6613,74746600,SPY.US
2023-03-09,399.74,401.48,390.53,391.56,378.5459,111945300,SPY.US
2023-03-10,390.99,393.16,384.32,385.91,373.0837,189253000,SPY.US
2023-03-13,381.81,390.39,380.65,385.36,372.552,157790000,SPY.US
2023-03-14,390.5,393.45,387.05,391.73,378.7103,149752400,SPY.US
2023-03-15,385.89,389.49,383.71,389.28,376.3417,172996900,SPY.US
2023-03-16,386.82,396.47,386.29,396.11,382.9447,143254200,SPY.US
2023-03-17,393.22,394.4,388.55,389.99,378.467,140553400,SPY.US
2023-03-20,390.8,394.17,390.07,393.74,382.1062,93055800,SPY.US
2023-03-21,397.24,399.41,395.58,398.91,387.1235,91524200,SPY.US
2023-03-22,398.73,402.49,392.07,392.11,380.5244,111746600,SPY.US
2023-03-23,395.09,399.29,390.35,393.17,381.5531,119351300,SPY.US
2023-03-24,391.84,395.84,389.4,395.75,384.0568,107682400,SPY.US
2023-03-27,398.12,398.92,395.56,396.49,384.775,74010400,SPY.US
2023-03-28,395.77,396.49,393.69,395.6,383.9113,62871700,SPY.US
2023-03-29,399.93,401.6,398.68,401.35,389.4914,77497900,SPY.US
